Orthogroups,Ornithorhynchus_anatinus,Callithrix_jacchus,Cercocebus_atys,Macaca_fascicularis,Macaca_mulatta,Macaca_nemestrina,Papio_anubis,Gorilla_gorilla,Pan_paniscus,Pan_troglodytes,Homo_sapiens,Canis_lupus_familiaris,Felis_catus,Equus_caballus,Sus_scrofa,Bos_taurus,Capra_hircus,Ovis_aries,Manis_javanica,Oryctolagus_cuniculus,Mus_musculus,Rattus_norvegicus,Cavia_porcellus,Heterocephalus_glaber,Monodelphis_domestica,Microcebus_murinus,Chlorocebus_sabaeus
Orthogroup_45,ENSOANG00000042731,ENSCJAG00000009868,ENSCATG00000038971,ENSMFAG00000010897,ENSMMUG00000007000,ENSMNEG00000039806,ENSPANG00000022522,ENSGGOG00000002684,ENSPPAG00000039542,ENSPTRG00000011932,ENSG00000163001,ENSCAFG00000002838,ENSFCAG00000003522,ENSECAG00000023883,ENSSSCG00000008400,ENSBTAG00000000542,NA,NA,108406399,ENSOCUG00000006874,ENSMUSG00000020462,ENSRNOG00000003901,ENSCPOG00000010993,NA,ENSMODG00000001894,ENSMICG00000017446,ENSCSAG00000014172
Orthogroup_46,ENSOANG00000003933,ENSCJAG00000001126,ENSCATG00000029790,ENSMFAG00000036356,ENSMMUG00000010269,ENSMNEG00000031104,ENSPANG00000015738,ENSGGOG00000011620,ENSPPAG00000041472,ENSPTRG00000011756,ENSG00000084774,ENSCAFG00000004767,ENSFCAG00000015145,ENSECAG00000014690,ENSSSCG00000028978,ENSBTAG00000017894,ENSCHIG00000022371,ENSOARG00000019222,108391199,ENSOCUG00000016989,ENSMUSG00000013629,ENSRNOG00000026474,ENSCPOG00000003826,ENSHGLG00100015674,ENSMODG00000015693,ENSMICG00000017084,ENSCSAG00000009681
Orthogroup_47,ENSOANG00000012428,ENSCJAG00000006914,ENSCATG00000000035,ENSMFAG00000042525,ENSMMUG00000008772,ENSMNEG00000031281,ENSPANG00000022299,ENSGGOG00000006294,ENSPPAG00000028874,ENSPTRG00000011978,ENSG00000143952,ENSCAFG00000003153,ENSFCAG00000008259,ENSECAG00000022920,ENSSSCG00000027509,ENSBTAG00000000115,ENSCHIG00000010990,ENSOARG00000020041,108405704,ENSOCUG00000002143,ENSMUSG00000020128,ENSRNOG00000007125,ENSCPOG00000037738,ENSHGLG00100003691,ENSMODG00000003191,NA,ENSCSAG00000014705
Orthogroup_48,ENSOANG00000002850,ENSCJAG00000000847,ENSCATG00000035547,ENSMFAG00000003442,ENSMMUG00000008080,ENSMNEG00000035419,ENSPANG00000020733,ENSGGOG00000000620,ENSPPAG00000026725,ENSPTRG00000011878,ENSG00000138075,ENSCAFG00000002504,ENSFCAG00000013466,ENSECAG00000010864,ENSSSCG00000035912,ENSBTAG00000016365,ENSCHIG00000024311,ENSOARG00000006745,108384107,ENSOCUG00000005300,ENSMUSG00000040505,ENSRNOG00000005250,ENSCPOG00000025027,ENSHGLG00100010618,ENSMODG00000000561,ENSMICG00000010457,ENSCSAG00000012947
Orthogroup_49,ENSOANG00000004114,ENSCJAG00000000833,NA,ENSMFAG00000045442,ENSMMUG00000008081,ENSMNEG00000027676,ENSPANG00000018837,ENSGGOG00000000622,ENSPPAG00000008092,ENSPTRG00000011879,ENSG00000143921,ENSCAFG00000002518,ENSFCAG00000013467,ENSECAG00000024537,ENSSSCG00000008453,ENSBTAG00000016366,ENSCHIG00000022042,ENSOARG00000006677,108384106,ENSOCUG00000015038,ENSMUSG00000024254,ENSRNOG00000005420,ENSCPOG00000000203,ENSHGLG00100006737,ENSMODG00000000541,ENSMICG00000010470,ENSCSAG00000012997
Orthogroup_50,ENSOANG00000012436,ENSCJAG00000006795,ENSCATG00000036187,ENSMFAG00000003847,ENSMMUG00000010279,ENSMNEG00000004689,ENSPANG00000025917,ENSGGOG00000011211,ENSPPAG00000041051,ENSPTRG00000011985,ENSG00000115902,ENSCAFG00000003180,ENSFCAG00000001506,ENSECAG00000011229,ENSSSCG00000028282,ENSBTAG00000007763,ENSCHIG00000025336,ENSOARG00000020004,108387375,ENSOCUG00000010821,ENSMUSG00000020142,ENSRNOG00000005248,ENSCPOG00000008754,ENSHGLG00100007825,ENSMODG00000003310,ENSMICG00000012577,ENSCSAG00000014735
Orthogroup_51,ENSOANG00000029188,ENSCJAG00000000766,ENSCATG00000042521,ENSMFAG00000030088,ENSMMUG00000006310,ENSMNEG00000035470,ENSPANG00000009101,ENSGGOG00000011896,ENSPPAG00000031561,ENSPTRG00000011883,ENSG00000138079,ENSCAFG00000002538,ENSFCAG00000000611,ENSECAG00000018573,ENSSSCG00000008449,ENSBTAG00000017421,ENSCHIG00000023728,ENSOARG00000006308,108397440,ENSOCUG00000005464,ENSMUSG00000024131,ENSRNOG00000007006,ENSCPOG00000009505,ENSHGLG00100000605,ENSMODG00000000705,ENSMICG00000004923,ENSCSAG00000013309
Orthogroup_52,ENSOANG00000007629,ENSCJAG00000007745,ENSCATG00000032266,ENSMFAG00000026171,ENSMMUG00000009405,ENSMNEG00000039662,ENSPANG00000015702,ENSGGOG00000028452,ENSPPAG00000038828,ENSPTRG00000011711,ENSG00000176732,ENSCAFG00000031185,ENSFCAG00000004306,ENSECAG00000014609,ENSSSCG00000008585,ENSBTAG00000003404,ENSCHIG00000026277,ENSOARG00000017841,108392553,ENSOCUG00000015250,ENSMUSG00000020639,ENSRNOG00000050386,ENSCPOG00000009683,ENSHGLG00100009375,NA,ENSMICG00000001541,ENSCSAG00000008406
Orthogroup_53,ENSOANG00000012426,NA,ENSCATG00000030537,ENSMFAG00000042090,ENSMMUG00000006163,ENSMNEG00000039034,ENSPANG00000014437,ENSGGOG00000007085,ENSPPAG00000042469,ENSPTRG00000011974,ENSG00000014641,ENSCAFG00000003129,ENSFCAG00000024183,ENSECAG00000010849,ENSSSCG00000025751,ENSBTAG00000019295,ENSCHIG00000015525,ENSOARG00000020069,108402755,ENSOCUG00000006166,ENSMUSG00000020321,ENSRNOG00000008103,ENSCPOG00000010755,ENSHGLG00100003319,ENSMODG00000003073,ENSMICG00000015195,ENSCSAG00000014691
Orthogroup_54,ENSOANG00000012848,ENSCJAG00000001114,ENSCATG00000024136,ENSMFAG00000000328,ENSMMUG00000010272,ENSMNEG00000044178,ENSPANG00000016958,ENSGGOG00000011657,ENSPPAG00000029219,ENSPTRG00000011757,ENSG00000115194,ENSCAFG00000004828,ENSFCAG00000023883,ENSECAG00000011668,ENSSSCG00000021534,ENSBTAG00000011381,ENSCHIG00000026811,ENSOARG00000019239,NA,ENSOCUG00000017021,ENSMUSG00000029151,ENSRNOG00000006204,ENSCPOG00000003834,ENSHGLG00100006435,NA,ENSMICG00000017103,ENSCSAG00000009693
Orthogroup_55,ENSOANG00000042505,ENSCJAG00000007665,ENSCATG00000007176,ENSMFAG00000038617,ENSMMUG00000006487,ENSMNEG00000039344,ENSPANG00000013688,ENSGGOG00000002445,ENSPPAG00000037849,ENSPTRG00000011705,ENSG00000173960,ENSCAFG00000031376,ENSFCAG00000028218,ENSECAG00000020144,ENSSSCG00000033753,ENSBTAG00000002033,ENSCHIG00000008772,ENSOARG00000017689,108386320,NA,ENSMUSG00000020634,NA,ENSCPOG00000038294,ENSHGLG00100007946,NA,ENSMICG00000001508,ENSCSAG00000008300
Orthogroup_56,ENSOANG00000004625,ENSCJAG00000021215,ENSCATG00000040426,ENSMFAG00000004006,ENSMMUG00000009874,ENSMNEG00000006766,ENSPANG00000022369,ENSGGOG00000005459,ENSPPAG00000031495,ENSPTRG00000030399,ENSG00000204634,ENSCAFG00000002206,ENSFCAG00000018372,ENSECAG00000012024,ENSSSCG00000008169,ENSBTAG00000025898,ENSCHIG00000023795,ENSOARG00000013258,108405152,ENSOCUG00000002398,ENSMUSG00000003134,ENSRNOG00000013583,ENSCPOG00000027502,ENSHGLG00100003099,ENSMODG00000001724,ENSMICG00000016070,ENSCSAG00000017170
Orthogroup_57,ENSOANG00000011179,ENSCJAG00000009837,ENSCATG00000043841,ENSMFAG00000037701,ENSMMUG00000007001,ENSMNEG00000030876,ENSPANG00000022844,ENSGGOG00000014676,ENSPPAG00000035885,ENSPTRG00000011933,ENSG00000275052,ENSCAFG00000002860,ENSFCAG00000026457,ENSECAG00000013819,ENSSSCG00000008398,ENSBTAG00000000545,ENSCHIG00000010142,ENSOARG00000002292,108405937,ENSOCUG00000006880,ENSMUSG00000020463,ENSRNOG00000003712,ENSCPOG00000010998,ENSHGLG00100010925,ENSMODG00000001935,ENSMICG00000009332,ENSCSAG00000014201
Orthogroup_58,ENSOANG00000004681,ENSCJAG00000007772,ENSCATG00000017804,ENSMFAG00000041820,ENSMMUG00000009408,ENSMNEG00000036756,ENSPANG00000020766,ENSGGOG00000007583,ENSPPAG00000032032,ENSPTRG00000011713,ENSG00000198399,ENSCAFG00000004019,ENSFCAG00000004308,ENSECAG00000020425,ENSSSCG00000008583,ENSBTAG00000023172,ENSCHIG00000012898,ENSOARG00000017925,108387006,ENSOCUG00000023433,ENSMUSG00000020640,ENSRNOG00000046741,ENSCPOG00000013505,ENSHGLG00100004429,NA,ENSMICG00000001552,ENSCSAG00000008453
Orthogroup_59,ENSOANG00000007786,ENSCJAG00000040849,ENSCATG00000023335,ENSMFAG00000004741,NA,ENSMNEG00000035884,ENSPANG00000037411,ENSGGOG00000001569,ENSPPAG00000044141,ENSPTRG00000011641,ENSG00000134308,ENSCAFG00000014869,ENSFCAG00000007854,ENSECAG00000004925,ENSSSCG00000008638,ENSBTAG00000002108,NA,ENSOARG00000015184,108398654,ENSOCUG00000010482,ENSMUSG00000076432,ENSRNOG00000051650,NA,ENSHGLG00100007489,ENSMODG00000014740,NA,NA
Orthogroup_60,ENSOANG00000042799,ENSCJAG00000000749,ENSCATG00000037117,ENSMFAG00000003584,ENSMMUG00000006312,ENSMNEG00000039960,ENSPANG00000015286,ENSGGOG00000044220,ENSPPAG00000030930,ENSPTRG00000011886,ENSG00000143919,ENSCAFG00000002546,ENSFCAG00000010753,ENSECAG00000018469,ENSSSCG00000008447,ENSBTAG00000032519,ENSCHIG00000020753,ENSOARG00000006111,108385879,ENSOCUG00000005476,ENSMUSG00000071037,ENSRNOG00000030629,ENSCPOG00000009522,ENSHGLG00100010941,ENSMODG00000000747,ENSMICG00000004935,ENSCSAG00000013325
Orthogroup_61,ENSOANG00000050107,ENSCJAG00000019356,ENSCATG00000020543,ENSMFAG00000032918,ENSMMUG00000008055,ENSMNEG00000028081,ENSPANG00000022371,ENSGGOG00000009513,ENSPPAG00000034302,ENSPTRG00000012168,ENSG00000115593,ENSCAFG00000007437,ENSFCAG00000035844,ENSECAG00000016683,ENSSSCG00000008215,ENSBTAG00000021120,ENSCHIG00000016987,ENSOARG00000020750,108404578,ENSOCUG00000016949,ENSMUSG00000055027,ENSRNOG00000006776,ENSCPOG00000030987,ENSHGLG00100012144,ENSMODG00000009578,ENSMICG00000011419,ENSCSAG00000016375
Orthogroup_62,ENSOANG00000013298,ENSCJAG00000001102,ENSCATG00000044876,ENSMFAG00000002734,ENSMMUG00000010507,ENSMNEG00000044947,ENSPANG00000016792,ENSGGOG00000011675,ENSPPAG00000036710,ENSPTRG00000011759,ENSG00000138100,ENSCAFG00000004835,ENSFCAG00000015147,ENSECAG00000001386,ENSSSCG00000039557,ENSBTAG00000018267,ENSCHIG00000014797,ENSOARG00000019245,108391194,ENSOCUG00000017035,ENSMUSG00000062077,ENSRNOG00000006146,ENSCPOG00000003839,ENSHGLG00100004655,ENSMODG00000015685,ENSMICG00000017109,ENSCSAG00000009712
Orthogroup_63,ENSOANG00000012433,ENSCJAG00000006819,ENSCATG00000032038,ENSMFAG00000041331,ENSMMUG00000006503,ENSMNEG00000040816,ENSPANG00000019355,ENSGGOG00000008449,ENSPPAG00000028223,ENSPTRG00000011983,ENSG00000119844,ENSCAFG00000003175,ENSFCAG00000028719,ENSECAG00000012175,ENSSSCG00000008363,ENSBTAG00000009299,ENSCHIG00000009404,ENSOARG00000020010,108390614,ENSOCUG00000006390,ENSMUSG00000049659,ENSRNOG00000005411,NA,NA,ENSMODG00000003235,NA,ENSCSAG00000014726
Orthogroup_64,ENSOANG00000012427,ENSCJAG00000006960,ENSCATG00000038117,ENSMFAG00000035944,ENSMMUG00000008770,ENSMNEG00000038452,ENSPANG00000020689,ENSGGOG00000006283,ENSPPAG00000038898,ENSPTRG00000011976,ENSG00000169764,ENSCAFG00000003137,ENSFCAG00000018580,ENSECAG00000016705,ENSSSCG00000008368,ENSBTAG00000000111,ENSCHIG00000021810,ENSOARG00000020061,108405703,ENSOCUG00000002137,ENSMUSG00000001891,ENSRNOG00000008079,ENSCPOG00000008459,ENSHGLG00100003391,ENSMODG00000003102,ENSMICG00000006509,ENSCSAG00000014697
Orthogroup_65,ENSOANG00000003061,ENSCJAG00000019657,ENSCATG00000035800,ENSMFAG00000045991,ENSMMUG00000004446,ENSMNEG00000023012,ENSPANG00000020859,ENSGGOG00000004940,ENSPPAG00000031307,ENSPTRG00000012135,ENSG00000115486,ENSCAFG00000007720,ENSFCAG00000011967,ENSECAG00000010458,ENSSSCG00000027381,ENSBTAG00000038477,ENSCHIG00000014770,ENSOARG00000020518,108405890,ENSOCUG00000002368,ENSMUSG00000053460,ENSRNOG00000012975,ENSCPOG00000001534,ENSHGLG00100018352,ENSMODG00000015606,ENSMICG00000011475,ENSCSAG00000016185
Orthogroup_66,ENSOANG00000015828,ENSCJAG00000007943,ENSCATG00000037244,ENSMFAG00000031252,ENSMMUG00000004381,ENSMNEG00000044887,ENSPANG00000018040,ENSGGOG00000025829,ENSPPAG00000040869,ENSPTRG00000011733,ENSG00000138029,ENSCAFG00000029395,ENSFCAG00000014934,ENSECAG00000023175,ENSSSCG00000008569,ENSBTAG00000010083,ENSCHIG00000024735,ENSOARG00000018680,NA,NA,ENSMUSG00000059447,ENSRNOG00000010800,ENSCPOG00000005418,ENSHGLG00100015443,ENSMODG00000015809,ENSMICG00000006750,ENSCSAG00000008753
Orthogroup_67,ENSOANG00000041477,ENSCJAG00000019681,ENSCATG00000004424,ENSMFAG00000002027,ENSMMUG00000004450,ENSMNEG00000042382,ENSPANG00000024065,ENSGGOG00000004936,ENSPPAG00000041128,ENSPTRG00000012134,ENSG00000168906,ENSCAFG00000007755,ENSFCAG00000011965,ENSECAG00000007391,ENSSSCG00000022300,ENSBTAG00000020873,ENSCHIG00000026409,ENSOARG00000020516,108405891,ENSOCUG00000002361,ENSMUSG00000053907,ENSRNOG00000013520,ENSCPOG00000001533,ENSHGLG00100015104,ENSMODG00000015604,ENSMICG00000011458,ENSCSAG00000016171
Orthogroup_68,ENSOANG00000010349,ENSCJAG00000008523,ENSCATG00000032077,ENSMFAG00000030952,ENSMMUG00000009256,ENSMNEG00000002906,ENSPANG00000011057,ENSGGOG00000026567,ENSPPAG00000042714,ENSPTRG00000012174,ENSG00000153574,NA,ENSFCAG00000007829,ENSECAG00000011754,ENSSSCG00000008207,ENSBTAG00000002866,ENSCHIG00000016539,ENSOARG00000020781,108410296,NA,ENSMUSG00000053604,ENSRNOG00000005576,ENSCPOG00000009751,ENSHGLG00100005371,ENSMODG00000009649,NA,ENSCSAG00000016449
Orthogroup_69,ENSOANG00000044447,ENSCJAG00000016457,ENSCATG00000029509,ENSMFAG00000000829,ENSMMUG00000004632,ENSMNEG00000033635,ENSPANG00000011091,ENSGGOG00000009819,ENSPPAG00000038334,ENSPTRG00000011616,ENSG00000118004,ENSCAFG00000003265,ENSFCAG00000031800,ENSECAG00000017488,ENSSSCG00000025629,ENSBTAG00000016225,ENSCHIG00000015672,ENSOARG00000005410,NA,ENSOCUG00000008728,ENSMUSG00000036655,NA,ENSCPOG00000032858,ENSHGLG00100004687,ENSMODG00000038328,NA,ENSCSAG00000006951
Orthogroup_70,ENSOANG00000036481,ENSCJAG00000046867,ENSCATG00000045350,ENSMFAG00000035379,ENSMMUG00000006504,ENSMNEG00000025227,ENSPANG00000033862,ENSGGOG00000023155,ENSPPAG00000031785,ENSPTRG00000045952,NA,NA,NA,NA,ENSSSCG00000039484,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMODG00000047159,ENSMICG00000008624,NA
Orthogroup_71,ENSOANG00000038658,NA,ENSCATG00000041541,ENSMFAG00000033227,ENSMMUG00000010863,ENSMNEG00000040886,ENSPANG00000022011,ENSGGOG00000004686,ENSPPAG00000037217,ENSPTRG00000012070,ENSG00000187833,ENSCAFG00000008793,ENSFCAG00000026552,NA,ENSSSCG00000008299,ENSBTAG00000039878,NA,ENSOARG00000012087,NA,NA,NA,NA,NA,NA,ENSMODG00000010595,NA,ENSCSAG00000015495
Orthogroup_72,ENSOANG00000015827,ENSCJAG00000001491,ENSCATG00000036098,ENSMFAG00000040027,ENSMMUG00000004383,ENSMNEG00000031948,ENSPANG00000016225,ENSGGOG00000011154,NA,ENSPTRG00000011734,ENSG00000173567,ENSCAFG00000004328,ENSFCAG00000009009,ENSECAG00000007460,ENSSSCG00000008570,ENSBTAG00000005736,NA,ENSOARG00000018725,NA,ENSOCUG00000012452,ENSMUSG00000067642,ENSRNOG00000024766,ENSCPOG00000000855,ENSHGLG00100003969,ENSMODG00000015803,ENSMICG00000006761,NA
Orthogroup_73,ENSOANG00000050717,ENSCJAG00000023372,NA,NA,ENSMMUG00000010510,NA,ENSPANG00000041221,ENSGGOG00000011684,ENSPPAG00000000620,ENSPTRG00000011760,ENSG00000163794,ENSCAFG00000023388,ENSFCAG00000042460,ENSECAG00000001087,ENSSSCG00000039206,NA,ENSCHIG00000026159,ENSOARG00000019497,108391195,ENSOCUG00000017048,ENSMUSG00000038676,ENSRNOG00000006090,NA,NA,ENSMODG00000023225,ENSMICG00000017113,ENSCSAG00000019459
Orthogroup_74,ENSOANG00000010350,ENSCJAG00000008471,ENSCATG00000003348,ENSMFAG00000031720,ENSMMUG00000009254,ENSMNEG00000033031,ENSPANG00000026451,ENSGGOG00000011773,ENSPPAG00000038823,ENSPTRG00000012173,ENSG00000172071,ENSCAFG00000007383,ENSFCAG00000012715,ENSECAG00000020856,ENSSSCG00000008208,ENSBTAG00000000184,ENSCHIG00000014792,ENSOARG00000020774,108410297,ENSOCUG00000012451,ENSMUSG00000031668,ENSRNOG00000006069,ENSCPOG00000013630,ENSHGLG00100007960,ENSMODG00000009643,ENSMICG00000013955,ENSCSAG00000016407
Orthogroup_75,ENSOANG00000000520,ENSCJAG00000001409,ENSCATG00000043960,ENSMFAG00000043966,ENSMMUG00000014292,ENSMNEG00000040565,ENSPANG00000019226,ENSGGOG00000000008,ENSPPAG00000038766,ENSPTRG00000050060,ENSG00000115155,ENSCAFG00000004385,ENSFCAG00000000035,ENSECAG00000002692,ENSSSCG00000037751,ENSBTAG00000009650,ENSCHIG00000018439,ENSOARG00000018867,108391217,ENSOCUG00000015585,ENSMUSG00000062372,ENSRNOG00000009967,ENSCPOG00000000331,ENSHGLG00100017251,ENSMODG00000015788,ENSMICG00000006807,ENSCSAG00000009067
Orthogroup_76,ENSOANG00000044545,NA,ENSCATG00000028533,ENSMFAG00000040600,NA,NA,NA,ENSGGOG00000028140,ENSPPAG00000011712,ENSPTRG00000018085,ENSG00000198755,ENSCAFG00000001318,ENSFCAG00000012904,ENSECAG00000014090,ENSSSCG00000001543,ENSBTAG00000019494,NA,NA,108402302,NA,ENSMUSG00000037805,NA,ENSCPOG00000005577,ENSHGLG00100006471,ENSMODG00000013766,ENSMICG00000012458,NA
Orthogroup_77,ENSOANG00000000514,ENSCJAG00000001352,ENSCATG00000021528,ENSMFAG00000029591,ENSMMUG00000019731,ENSMNEG00000033753,ENSPANG00000000632,ENSGGOG00000016697,ENSPPAG00000038863,ENSPTRG00000011741,ENSG00000157851,ENSCAFG00000023265,ENSFCAG00000001652,ENSECAG00000024403,ENSSSCG00000008560,ENSBTAG00000018576,ENSCHIG00000026005,ENSOARG00000019004,108391213,ENSOCUG00000014846,ENSMUSG00000029168,ENSRNOG00000008996,ENSCPOG00000008231,ENSHGLG00100016150,ENSMODG00000015761,ENSMICG00000017006,ENSCSAG00000009382
Orthogroup_78,ENSOANG00000008860,ENSCJAG00000019594,ENSCATG00000024635,ENSMFAG00000041090,ENSMMUG00000017820,ENSMNEG00000040046,ENSPANG00000017132,ENSGGOG00000001377,ENSPPAG00000028703,ENSPTRG00000012141,ENSG00000168883,ENSCAFG00000007667,ENSFCAG00000011972,ENSECAG00000002856,ENSSSCG00000030435,ENSBTAG00000010691,ENSCHIG00000021013,ENSOARG00000020546,108405897,ENSOCUG00000010070,ENSMUSG00000056305,ENSRNOG00000010930,ENSCPOG00000009315,ENSHGLG00100014940,ENSMODG00000015632,NA,ENSCSAG00000016215
Orthogroup_79,ENSOANG00000000519,ENSCJAG00000001406,ENSCATG00000038758,ENSMFAG00000042764,ENSMMUG00000014296,ENSMNEG00000001318,ENSPANG00000007617,ENSGGOG00000010712,ENSPPAG00000034582,ENSPTRG00000022566,ENSG00000173557,ENSCAFG00000029876,ENSFCAG00000000036,ENSECAG00000020758,ENSSSCG00000008565,ENSBTAG00000031150,ENSCHIG00000017427,ENSOARG00000018933,108391216,ENSOCUG00000024158,ENSMUSG00000029182,ENSRNOG00000009905,ENSCPOG00000003754,NA,ENSMODG00000015776,ENSMICG00000006839,ENSCSAG00000009234
Orthogroup_80,ENSOANG00000049844,ENSCJAG00000010219,ENSCATG00000030147,ENSMFAG00000033338,ENSMMUG00000015969,ENSMNEG00000040478,ENSPANG00000026240,ENSGGOG00000010720,ENSPPAG00000039493,ENSPTRG00000011629,ENSG00000134321,ENSCAFG00000003293,ENSFCAG00000035139,ENSECAG00000010055,ENSSSCG00000008648,ENSBTAG00000016061,ENSCHIG00000021832,ENSOARG00000014648,108387671,ENSOCUG00000012157,ENSMUSG00000020641,ENSRNOG00000007539,ENSCPOG00000008107,ENSHGLG00100014980,ENSMODG00000042627,ENSMICG00000000161,ENSCSAG00000007051
Orthogroup_81,ENSOANG00000010360,ENSCJAG00000019406,ENSCATG00000035889,ENSMFAG00000043771,ENSMMUG00000015778,ENSMNEG00000033992,ENSPANG00000021184,ENSGGOG00000036311,ENSPPAG00000027547,ENSPTRG00000012156,NA,ENSCAFG00000007479,ENSFCAG00000039184,ENSECAG00000007123,ENSSSCG00000008222,ENSBTAG00000013589,ENSCHIG00000024764,ENSOARG00000020684,108402257,ENSOCUG00000029277,ENSMUSG00000053119,ENSRNOG00000007356,ENSCPOG00000001723,ENSHGLG00100008774,ENSMODG00000009473,ENSMICG00000005492,ENSCSAG00000016348
Orthogroup_82,ENSOANG00000047163,ENSCJAG00000006360,ENSCATG00000029613,ENSMFAG00000039055,ENSMMUG00000018045,ENSMNEG00000038428,ENSPANG00000009398,ENSGGOG00000001760,ENSPPAG00000033783,ENSPTRG00000011639,ENSG00000134330,ENSCAFG00000003381,ENSFCAG00000023291,ENSECAG00000018250,ENSSSCG00000008640,ENSBTAG00000001140,ENSCHIG00000016467,ENSOARG00000015143,108400887,ENSOCUG00000026669,ENSMUSG00000062054,ENSRNOG00000060853,ENSCPOG00000011308,ENSHGLG00100007681,ENSMODG00000045560,ENSMICG00000002377,ENSCSAG00000007130
Orthogroup_83,ENSOANG00000050014,ENSCJAG00000019480,ENSCATG00000038962,NA,ENSMMUG00000015824,NA,ENSPANG00000012838,NA,ENSPPAG00000031689,ENSPTRG00000012150,ENSG00000132305,ENSCAFG00000007564,ENSFCAG00000008968,ENSECAG00000024569,ENSSSCG00000024564,ENSBTAG00000003307,ENSCHIG00000026338,ENSOARG00000020639,108385686,ENSOCUG00000010178,ENSMUSG00000052337,ENSRNOG00000009097,ENSCPOG00000012379,ENSHGLG00100016271,ENSMODG00000009386,ENSMICG00000000770,ENSCSAG00000016310
Orthogroup_84,ENSOANG00000012423,ENSCJAG00000008586,ENSCATG00000030805,ENSMFAG00000043351,ENSMMUG00000016668,ENSMNEG00000043070,ENSPANG00000016912,ENSGGOG00000034917,ENSPPAG00000043965,ENSPTRG00000011969,ENSG00000115504,ENSCAFG00000003106,ENSFCAG00000026831,ENSECAG00000009318,ENSSSCG00000008372,ENSBTAG00000044173,ENSCHIG00000013762,ENSOARG00000020108,108408621,ENSOCUG00000013563,ENSMUSG00000042302,ENSRNOG00000008917,ENSCPOG00000002001,ENSHGLG00100012216,ENSMODG00000002986,ENSMICG00000011224,ENSCSAG00000014669
Orthogroup_85,ENSOANG00000008577,ENSCJAG00000006276,ENSCATG00000014770,ENSMFAG00000001339,ENSMMUG00000018038,ENSMNEG00000039447,ENSPANG00000016798,ENSGGOG00000001757,ENSPPAG00000042457,ENSPTRG00000011638,ENSG00000119203,ENSCAFG00000003375,ENSFCAG00000007852,ENSECAG00000019911,ENSSSCG00000020799,ENSBTAG00000019735,ENSCHIG00000013973,ENSOARG00000015073,108385352,ENSOCUG00000003728,ENSMUSG00000054309,ENSRNOG00000052418,ENSCPOG00000011299,ENSHGLG00100007765,ENSMODG00000014703,ENSMICG00000002363,ENSCSAG00000007125
Orthogroup_86,ENSOANG00000012384,ENSCJAG00000019547,ENSCATG00000029786,ENSMFAG00000046097,ENSMMUG00000015815,ENSMNEG00000043313,ENSPANG00000025908,ENSGGOG00000001788,ENSPPAG00000042450,ENSPTRG00000012147,ENSG00000068654,ENSCAFG00000007613,ENSFCAG00000008966,NA,ENSSSCG00000008226,ENSBTAG00000006481,ENSCHIG00000018204,ENSOARG00000020601,108408698,ENSOCUG00000010138,ENSMUSG00000049553,ENSRNOG00000009545,ENSCPOG00000012350,ENSHGLG00100006614,ENSMODG00000009335,ENSMICG00000000757,ENSCSAG00000016251
Orthogroup_87,ENSOANG00000000509,ENSCJAG00000001241,ENSCATG00000040385,ENSMFAG00000032386,ENSMMUG00000016046,ENSMNEG00000039942,ENSPANG00000026150,ENSGGOG00000002595,ENSPPAG00000039729,ENSPTRG00000011746,ENSG00000138030,ENSCAFG00000004673,ENSFCAG00000009886,ENSECAG00000025017,ENSSSCG00000008556,ENSBTAG00000011325,ENSCHIG00000024620,ENSOARG00000019111,108391207,ENSOCUG00000008662,ENSMUSG00000029162,ENSRNOG00000008047,ENSCPOG00000010959,ENSHGLG00100017119,ENSMODG00000015726,ENSMICG00000017040,ENSCSAG00000009540
Orthogroup_88,ENSOANG00000040306,ENSCJAG00000001341,ENSCATG00000036386,ENSMFAG00000000279,ENSMMUG00000019732,ENSMNEG00000034824,ENSPANG00000014553,ENSGGOG00000016912,ENSPPAG00000035525,ENSPTRG00000011742,ENSG00000084764,ENSCAFG00000004627,ENSFCAG00000022268,NA,ENSSSCG00000029185,ENSBTAG00000008884,ENSCHIG00000022223,ENSOARG00000019040,108391211,ENSOCUG00000014861,ENSMUSG00000029166,ENSRNOG00000008961,ENSCPOG00000005103,ENSHGLG00100017340,ENSMODG00000015753,ENSMICG00000016874,ENSCSAG00000009421
Orthogroup_89,ENSOANG00000013331,ENSCJAG00000006369,ENSCATG00000037482,ENSMFAG00000039177,ENSMMUG00000012921,ENSMNEG00000031025,ENSPANG00000000727,ENSGGOG00000013128,ENSPPAG00000038185,ENSPTRG00000011640,ENSG00000151694,ENSCAFG00000003383,ENSFCAG00000007853,ENSECAG00000005760,ENSSSCG00000008641,ENSBTAG00000001141,ENSCHIG00000013595,ENSOARG00000015165,NA,ENSOCUG00000010474,ENSMUSG00000052593,ENSRNOG00000060694,ENSCPOG00000011313,ENSHGLG00100007544,ENSMODG00000014726,ENSMICG00000002380,ENSCSAG00000007138
